shift_id,people_id,county_id,scheduled_start,scheduled_end
7025,163,4,2026-04-12 07:00:00,2026-04-12 19:00:00
7026,199,6,2026-04-21 10:00:00,2026-04-21 16:00:00
7027,32,4,2026-04-23 08:00:00,2026-04-23 18:00:00
7028,14,5,2026-04-01 09:00:00,2026-04-01 21:00:00
7029,120,9,2026-04-28 09:00:00,2026-04-28 21:00:00
7030,103,2,2026-06-25 09:00:00,2026-06-25 19:00:00
7031,179,7,2026-04-21 08:00:00,2026-04-21 14:00:00
7032,108,5,2026-05-16 08:00:00,2026-05-16 20:00:00
7033,274,3,2026-04-14 10:00:00,2026-04-14 16:00:00
7034,258,6,2026-06-20 06:00:00,2026-06-20 14:00:00
7035,9,5,2026-06-06 10:00:00,2026-06-06 16:00:00
7036,204,9,2026-04-02 08:00:00,2026-04-02 18:00:00
7037,273,2,2026-05-04 07:00:00,2026-05-04 17:00:00
7038,125,2,2026-04-24 09:00:00,2026-04-24 17:00:00
7039,116,3,2026-06-15 07:00:00,2026-06-15 15:00:00
7040,26,7,2026-06-22 08:00:00,2026-06-22 18:00:00
7041,249,10,2026-06-01 10:00:00,2026-06-01 18:00:00
7042,187,1,2026-06-16 07:00:00,2026-06-16 15:00:00
7043,295,3,2026-06-08 10:00:00,2026-06-08 22:00:00
7044,21,7,2026-04-03 07:00:00,2026-04-03 17:00:00
7045,86,2,2026-05-12 07:00:00,2026-05-12 15:00:00
7046,202,1,2026-06-05 06:00:00,2026-06-05 14:00:00
7047,135,8,2026-06-19 07:00:00,2026-06-19 17:00:00
7048,6,6,2026-05-07 07:00:00,2026-05-07 15:00:00
7049,125,10,2026-06-15 07:00:00,2026-06-15 19:00:00
7050,255,2,2026-04-06 10:00:00,2026-04-06 20:00:00
7051,186,2,2026-05-20 09:00:00,2026-05-20 15:00:00
7052,292,10,2026-04-03 09:00:00,2026-04-03 19:00:00
7053,280,1,2026-04-27 10:00:00,2026-04-27 22:00:00
7054,207,8,2026-05-22 07:00:00,2026-05-22 17:00:00
7055,274,4,2026-05-09 09:00:00,2026-05-09 21:00:00
7056,16,2,2026-04-11 10:00:00,2026-04-11 22:00:00
7057,26,3,2026-06-18 10:00:00,2026-06-18 20:00:00
7058,74,4,2026-04-04 09:00:00,2026-04-04 19:00:00
7059,168,7,2026-05-22 06:00:00,2026-05-22 14:00:00
7060,210,1,2026-05-18 08:00:00,2026-05-18 18:00:00
7061,293,3,2026-05-23 09:00:00,2026-05-23 17:00:00
7062,294,2,2026-05-30 08:00:00,2026-05-30 16:00:00
7063,140,5,2026-05-28 09:00:00,2026-05-28 21:00:00
7064,156,9,2026-05-03 10:00:00,2026-05-03 16:00:00
7065,211,4,2026-06-19 06:00:00,2026-06-19 12:00:00
7066,159,9,2026-06-04 08:00:00,2026-06-04 20:00:00
7067,262,7,2026-05-23 09:00:00,2026-05-23 19:00:00
7068,132,8,2026-04-01 07:00:00,2026-04-01 15:00:00
7069,114,6,2026-04-24 08:00:00,2026-04-24 16:00:00
7070,116,8,2026-04-03 09:00:00,2026-04-03 15:00:00
7071,44,2,2026-05-06 09:00:00,2026-05-06 21:00:00
7072,85,1,2026-04-28 07:00:00,2026-04-28 13:00:00
7073,259,1,2026-05-29 10:00:00,2026-05-29 22:00:00
7074,28,1,2026-06-05 06:00:00,2026-06-05 18:00:00
7075,223,2,2026-05-26 10:00:00,2026-05-26 16:00:00
7076,146,3,2026-05-01 06:00:00,2026-05-01 12:00:00
7077,259,1,2026-04-19 09:00:00,2026-04-19 17:00:00
7078,136,1,2026-05-09 07:00:00,2026-05-09 19:00:00
7079,188,10,2026-04-12 07:00:00,2026-04-12 19:00:00
7080,2,1,2026-04-30 08:00:00,2026-04-30 18:00:00
7081,223,6,2026-05-16 10:00:00,2026-05-16 16:00:00
7082,119,2,2026-05-31 07:00:00,2026-05-31 13:00:00
7083,240,3,2026-05-09 07:00:00,2026-05-09 15:00:00
7084,115,7,2026-05-11 07:00:00,2026-05-11 19:00:00
7085,253,6,2026-05-28 07:00:00,2026-05-28 17:00:00
7086,52,3,2026-04-30 09:00:00,2026-04-30 21:00:00
7087,43,3,2026-06-09 10:00:00,2026-06-09 22:00:00
7088,157,10,2026-05-28 08:00:00,2026-05-28 16:00:00
7089,93,10,2026-04-22 10:00:00,2026-04-22 22:00:00
7090,255,3,2026-05-05 07:00:00,2026-05-05 15:00:00
7091,148,2,2026-05-24 09:00:00,2026-05-24 15:00:00
7092,243,8,2026-05-26 08:00:00,2026-05-26 16:00:00
7093,24,1,2026-05-22 06:00:00,2026-05-22 16:00:00
7094,39,3,2026-06-26 09:00:00,2026-06-26 17:00:00
7095,286,6,2026-05-23 07:00:00,2026-05-23 15:00:00
7096,98,7,2026-05-05 07:00:00,2026-05-05 15:00:00
7097,280,4,2026-06-07 09:00:00,2026-06-07 17:00:00
7098,98,4,2026-04-22 06:00:00,2026-04-22 12:00:00
7099,182,6,2026-04-06 08:00:00,2026-04-06 20:00:00
7100,85,6,2026-04-26 07:00:00,2026-04-26 19:00:00
7101,270,4,2026-04-19 06:00:00,2026-04-19 16:00:00
7102,74,8,2026-04-09 09:00:00,2026-04-09 15:00:00
7103,60,2,2026-05-10 06:00:00,2026-05-10 12:00:00
7104,131,3,2026-06-17 06:00:00,2026-06-17 18:00:00
7105,44,9,2026-04-22 10:00:00,2026-04-22 16:00:00
7106,88,7,2026-06-06 10:00:00,2026-06-06 18:00:00
7107,260,5,2026-04-06 06:00:00,2026-04-06 12:00:00
7108,175,1,2026-04-22 08:00:00,2026-04-22 14:00:00
7109,201,3,2026-06-25 06:00:00,2026-06-25 14:00:00
7110,171,10,2026-06-29 08:00:00,2026-06-29 18:00:00
7111,279,4,2026-05-18 10:00:00,2026-05-18 22:00:00
7112,205,7,2026-05-31 06:00:00,2026-05-31 18:00:00
7113,158,8,2026-05-03 09:00:00,2026-05-03 15:00:00
7114,133,5,2026-05-23 10:00:00,2026-05-23 20:00:00
7115,171,6,2026-06-05 08:00:00,2026-06-05 16:00:00
7116,10,4,2026-04-22 07:00:00,2026-04-22 17:00:00
7117,65,8,2026-06-23 06:00:00,2026-06-23 12:00:00
7118,121,1,2026-04-03 10:00:00,2026-04-03 22:00:00
7119,272,10,2026-06-29 08:00:00,2026-06-29 20:00:00
7120,218,5,2026-06-29 10:00:00,2026-06-29 16:00:00
7121,90,4,2026-06-08 06:00:00,2026-06-08 16:00:00
7122,39,1,2026-06-26 06:00:00,2026-06-26 16:00:00
7123,159,1,2026-05-31 06:00:00,2026-05-31 12:00:00
7124,79,10,2026-04-30 09:00:00,2026-04-30 21:00:00
7125,275,4,2026-05-24 09:00:00,2026-05-24 15:00:00
7126,211,7,2026-06-05 10:00:00,2026-06-05 22:00:00
7127,238,8,2026-05-15 06:00:00,2026-05-15 12:00:00
7128,255,3,2026-06-13 08:00:00,2026-06-13 16:00:00
7129,112,1,2026-05-20 09:00:00,2026-05-20 15:00:00
7130,1,7,2026-04-01 10:00:00,2026-04-01 16:00:00
7131,54,10,2026-06-11 08:00:00,2026-06-11 16:00:00
7132,269,4,2026-05-25 06:00:00,2026-05-25 12:00:00
7133,246,1,2026-05-30 10:00:00,2026-05-30 22:00:00
7134,75,6,2026-04-17 09:00:00,2026-04-17 19:00:00
7135,164,9,2026-05-17 07:00:00,2026-05-17 19:00:00
7136,92,1,2026-04-25 06:00:00,2026-04-25 18:00:00
7137,16,8,2026-05-05 10:00:00,2026-05-05 20:00:00
7138,224,1,2026-06-26 06:00:00,2026-06-26 16:00:00
7139,220,10,2026-06-16 08:00:00,2026-06-16 18:00:00
7140,201,5,2026-06-05 06:00:00,2026-06-05 16:00:00
7141,270,5,2026-04-15 10:00:00,2026-04-15 22:00:00
7142,115,5,2026-06-18 09:00:00,2026-06-18 17:00:00
7143,209,1,2026-04-10 10:00:00,2026-04-10 18:00:00
7144,268,9,2026-06-06 08:00:00,2026-06-06 16:00:00
7145,122,5,2026-05-31 10:00:00,2026-05-31 22:00:00
7146,115,6,2026-06-14 07:00:00,2026-06-14 15:00:00
7147,11,1,2026-05-30 07:00:00,2026-05-30 13:00:00
7148,66,6,2026-04-19 10:00:00,2026-04-19 16:00:00
7149,170,2,2026-05-04 08:00:00,2026-05-04 16:00:00
7150,270,10,2026-06-25 10:00:00,2026-06-25 22:00:00
7151,187,5,2026-05-09 09:00:00,2026-05-09 19:00:00
7152,182,5,2026-06-10 08:00:00,2026-06-10 20:00:00
7153,288,1,2026-04-12 08:00:00,2026-04-12 16:00:00
7154,259,3,2026-06-13 06:00:00,2026-06-13 14:00:00
7155,94,7,2026-04-24 10:00:00,2026-04-24 16:00:00
7156,251,6,2026-06-25 08:00:00,2026-06-25 20:00:00
7157,6,1,2026-06-24 08:00:00,2026-06-24 20:00:00
7158,22,5,2026-05-05 08:00:00,2026-05-05 16:00:00
7159,33,8,2026-05-06 06:00:00,2026-05-06 12:00:00
7160,99,10,2026-06-20 10:00:00,2026-06-20 16:00:00
7161,288,6,2026-05-28 08:00:00,2026-05-28 20:00:00
7162,78,6,2026-04-11 06:00:00,2026-04-11 14:00:00
7163,126,6,2026-06-12 07:00:00,2026-06-12 19:00:00
7164,20,10,2026-05-06 06:00:00,2026-05-06 12:00:00
7165,42,10,2026-06-24 07:00:00,2026-06-24 17:00:00
7166,153,8,2026-06-18 06:00:00,2026-06-18 12:00:00
7167,8,5,2026-04-06 06:00:00,2026-04-06 16:00:00
7168,59,10,2026-05-01 09:00:00,2026-05-01 15:00:00
7169,67,10,2026-05-08 09:00:00,2026-05-08 15:00:00
7170,220,5,2026-05-28 09:00:00,2026-05-28 15:00:00
7171,252,6,2026-06-19 08:00:00,2026-06-19 20:00:00
7172,150,9,2026-04-04 07:00:00,2026-04-04 13:00:00
7173,284,7,2026-06-04 09:00:00,2026-06-04 21:00:00
7174,143,5,2026-06-28 09:00:00,2026-06-28 17:00:00
7175,140,8,2026-06-01 06:00:00,2026-06-01 18:00:00
7176,256,2,2026-06-19 06:00:00,2026-06-19 18:00:00
7177,278,8,2026-04-24 07:00:00,2026-04-24 15:00:00
7178,189,8,2026-06-12 08:00:00,2026-06-12 16:00:00
7179,38,7,2026-04-03 06:00:00,2026-04-03 16:00:00
7180,2,4,2026-04-21 07:00:00,2026-04-21 17:00:00
7181,35,1,2026-04-08 09:00:00,2026-04-08 17:00:00
7182,169,8,2026-05-13 09:00:00,2026-05-13 17:00:00
7183,226,6,2026-04-04 09:00:00,2026-04-04 15:00:00
7184,121,8,2026-05-26 06:00:00,2026-05-26 18:00:00
7185,130,2,2026-04-02 08:00:00,2026-04-02 16:00:00
7186,20,6,2026-04-20 08:00:00,2026-04-20 16:00:00
7187,274,3,2026-04-24 08:00:00,2026-04-24 16:00:00
7188,39,8,2026-06-18 10:00:00,2026-06-18 20:00:00
7189,263,8,2026-04-03 06:00:00,2026-04-03 12:00:00
7190,269,8,2026-04-14 09:00:00,2026-04-14 19:00:00
7191,238,4,2026-04-09 06:00:00,2026-04-09 18:00:00
7192,264,6,2026-04-08 10:00:00,2026-04-08 16:00:00
7193,278,4,2026-04-17 07:00:00,2026-04-17 15:00:00
7194,229,8,2026-04-02 10:00:00,2026-04-02 22:00:00
7195,81,3,2026-04-08 07:00:00,2026-04-08 15:00:00
7196,242,7,2026-06-05 08:00:00,2026-06-05 16:00:00
7197,169,3,2026-06-04 10:00:00,2026-06-04 22:00:00
7198,164,8,2026-05-03 09:00:00,2026-05-03 15:00:00
7199,232,9,2026-04-03 06:00:00,2026-04-03 12:00:00
7200,20,4,2026-05-03 08:00:00,2026-05-03 20:00:00
7201,45,8,2026-05-26 10:00:00,2026-05-26 22:00:00
7202,115,1,2026-06-21 07:00:00,2026-06-21 15:00:00
7203,243,7,2026-06-17 10:00:00,2026-06-17 18:00:00
7204,82,5,2026-05-25 10:00:00,2026-05-25 22:00:00
7205,202,3,2026-06-10 06:00:00,2026-06-10 18:00:00
7206,298,10,2026-06-04 07:00:00,2026-06-04 19:00:00
7207,205,7,2026-04-08 10:00:00,2026-04-08 22:00:00
7208,17,6,2026-04-09 06:00:00,2026-04-09 14:00:00
7209,26,7,2026-06-22 07:00:00,2026-06-22 15:00:00
7210,22,6,2026-04-12 09:00:00,2026-04-12 21:00:00
7211,220,3,2026-04-08 06:00:00,2026-04-08 18:00:00
7212,134,9,2026-06-27 08:00:00,2026-06-27 18:00:00
7213,183,10,2026-06-02 08:00:00,2026-06-02 14:00:00
7214,155,4,2026-04-02 10:00:00,2026-04-02 20:00:00
7215,59,10,2026-05-11 07:00:00,2026-05-11 19:00:00
7216,204,4,2026-05-01 06:00:00,2026-05-01 12:00:00
7217,272,10,2026-04-15 09:00:00,2026-04-15 19:00:00
7218,194,4,2026-06-28 08:00:00,2026-06-28 18:00:00
7219,98,9,2026-04-18 09:00:00,2026-04-18 15:00:00
7220,205,1,2026-05-09 08:00:00,2026-05-09 14:00:00
7221,271,1,2026-05-05 06:00:00,2026-05-05 16:00:00
7222,192,8,2026-06-28 06:00:00,2026-06-28 16:00:00
7223,79,9,2026-04-20 08:00:00,2026-04-20 18:00:00
7224,168,2,2026-06-19 06:00:00,2026-06-19 18:00:00
7225,281,5,2026-05-18 07:00:00,2026-05-18 15:00:00
7226,41,1,2026-05-23 06:00:00,2026-05-23 14:00:00
7227,173,2,2026-04-13 06:00:00,2026-04-13 16:00:00
7228,250,2,2026-05-12 06:00:00,2026-05-12 18:00:00
7229,161,4,2026-04-28 07:00:00,2026-04-28 13:00:00
7230,59,4,2026-04-29 08:00:00,2026-04-29 18:00:00
7231,92,8,2026-04-04 10:00:00,2026-04-04 20:00:00
7232,63,3,2026-06-17 09:00:00,2026-06-17 21:00:00
7233,7,6,2026-04-04 10:00:00,2026-04-04 16:00:00
7234,93,2,2026-06-29 10:00:00,2026-06-29 18:00:00
7235,17,8,2026-04-17 08:00:00,2026-04-17 20:00:00
7236,168,1,2026-04-23 08:00:00,2026-04-23 16:00:00
7237,298,2,2026-05-04 09:00:00,2026-05-04 17:00:00
7238,186,2,2026-06-17 10:00:00,2026-06-17 18:00:00
7239,179,7,2026-05-13 10:00:00,2026-05-13 20:00:00
7240,274,7,2026-06-12 08:00:00,2026-06-12 18:00:00
7241,148,10,2026-04-12 06:00:00,2026-04-12 16:00:00
7242,270,10,2026-04-01 06:00:00,2026-04-01 12:00:00
7243,200,3,2026-05-28 06:00:00,2026-05-28 14:00:00
7244,37,1,2026-06-26 07:00:00,2026-06-26 17:00:00
7245,116,3,2026-05-30 09:00:00,2026-05-30 19:00:00
7246,289,4,2026-05-01 06:00:00,2026-05-01 16:00:00
7247,135,1,2026-04-11 08:00:00,2026-04-11 20:00:00
7248,181,8,2026-06-13 07:00:00,2026-06-13 15:00:00
7249,283,4,2026-06-05 08:00:00,2026-06-05 16:00:00
7250,92,7,2026-06-26 06:00:00,2026-06-26 16:00:00
